,0
583,0.999825
584,0.999625
585,0.999775
586,0.999725
587,0.9999
588,0.9999
589,0.999875
590,0.999825
591,0.999925
592,0.999975
593,0.99995
594,0.99995
595,0.999975
596,0.999975
597,0.9999
598,0.99995
599,0.999975
600,0.00175
601,0.00245
602,0.005025
603,0.008525
604,0.0114
605,0.01565
606,0.0225
607,0.041775
608,0.095275
609,0.207875
610,0.362325
611,0.529125
612,0.666075
613,0.7626
614,0.81335
615,0.839925
616,0.85995
617,0.873975
618,0.881275
619,0.88965
620,0.894075
621,0.90455
622,0.90995
623,0.91775
624,0.92135
625,0.930425
626,0.93545
627,0.9383
628,0.94385
629,0.948275
630,0.9529
631,0.95635
632,0.9595
633,0.96465
634,0.966275
635,0.969
636,0.973575
637,0.975125
638,0.977225
639,0.9784
640,0.9799
641,0.98335
642,0.984275
643,0.986
644,0.987
645,0.988075
646,0.9885
647,0.990575
648,0.9906
649,0.99235
650,0.993
651,0.993925
652,0.994225
653,0.994625
654,0.994775
655,0.99575
656,0.996025
657,0.99625
658,0.996825
659,0.99725
660,0.99725
661,0.99785
662,0.99785
663,0.9982
664,0.99835
665,0.9986
666,0.99885
667,0.998775
668,0.99915
669,0.998925
670,0.99905
671,0.9994
672,0.99925
673,0.999575
674,0.99955
675,0.999375
676,0.9995
677,0.999625
678,0.9995
679,0.9999
680,0.99955
681,0.999825
682,0.9997
683,0.9999
684,0.999775
685,0.999775
686,0.999875
687,0.999925
688,0.9999
689,0.999825
690,0.99995
691,0.99995
692,0.99985
693,0.999975
694,0.999925
695,0.99995
696,0.999925
697,0.999975
698,0.99995
699,1.0
700,0.0017
701,0.003775
702,0.005
703,0.0085
704,0.01225
705,0.017125
706,0.025525
707,0.0476
708,0.10575
709,0.225125
710,0.387675
711,0.55355
712,0.6859
713,0.77215
714,0.82175
715,0.84885
716,0.864525
717,0.873
718,0.882175
719,0.89005
720,0.8973
721,0.904475
722,0.91285
723,0.918925
724,0.926075
725,0.929975
726,0.935975
727,0.939025
728,0.9449
729,0.95065
730,0.9521
731,0.956675
732,0.962125
733,0.965125
734,0.9685
735,0.9709
736,0.9727
737,0.97505
738,0.97625
739,0.979575
740,0.98245
741,0.9829
742,0.984725
743,0.985425
744,0.9868
745,0.989175
746,0.98975
747,0.990325
748,0.99115
749,0.99255
750,0.993
751,0.99345
752,0.9949
753,0.9949
754,0.995375
755,0.9956
756,0.996125
757,0.9962
758,0.997275
759,0.9977
760,0.99745
761,0.9982
762,0.9982
763,0.9982
764,0.998125
765,0.998275
766,0.998625
767,0.998825
768,0.99895
769,0.9992
770,0.99925
771,0.999375
772,0.999375
773,0.9994
774,0.9994
775,0.9996
776,0.999425
777,0.9996
778,0.9997
779,0.999825
780,0.999625
781,0.999725
782,0.999825
783,0.999775
784,0.99965
785,0.999875
786,0.9999
787,0.9999
788,0.999875
789,0.999975
790,0.99995
791,0.999875
792,0.999925
793,0.99995
794,0.999925
795,0.999975
796,0.999975
797,0.999925
798,0.999975
799,0.999975
800,0.0019
801,0.0035
802,0.005825
803,0.00815
804,0.012775
805,0.016975
806,0.02645
807,0.052375
808,0.11995
809,0.248
810,0.414425
811,0.577
812,0.70445
813,0.785575
814,0.828375
815,0.851425
816,0.8683
817,0.877475
818,0.88655
819,0.892225
820,0.898075
821,0.9076
822,0.912
823,0.918675
824,0.925375
825,0.93325
826,0.9369
827,0.941
828,0.9469
829,0.9502
830,0.95555
831,0.95815
832,0.962875
833,0.965775
834,0.9666
835,0.970775
836,0.97435
837,0.975025
838,0.977775
839,0.979825
840,0.981125
841,0.98425
842,0.984625
843,0.98595
844,0.987475
845,0.989275
846,0.98915
847,0.991125
848,0.992675
849,0.992325
850,0.9934
851,0.994075
852,0.994475
853,0.994975
854,0.9959
855,0.9963
856,0.996675
857,0.99685
858,0.996975
859,0.997525
860,0.997475
861,0.99845
862,0.997825
863,0.998175
864,0.998175
865,0.99835
866,0.9989
867,0.998975
868,0.99895
869,0.998975
870,0.998975
871,0.999175
872,0.999375
873,0.9993
874,0.999525
875,0.9994
876,0.99965
877,0.9995
878,0.999775
879,0.9998
880,0.999825
881,0.999775
882,0.9999
883,0.999875
884,0.999875
885,0.999925
886,0.9998
887,0.9999
888,0.999875
889,0.999925
890,0.99995
891,0.999925
892,0.9999
893,0.999925
894,0.999925
895,0.99995
896,1.0
897,0.999975
898,0.9999
899,0.999925
900,0.002
901,0.003825
902,0.00645
903,0.00855
904,0.014025
905,0.02025
906,0.028875
907,0.059025
908,0.138475
909,0.27555
910,0.441075
911,0.604025
912,0.722825
913,0.79245
914,0.834725
915,0.856175
916,0.868675
917,0.879725
918,0.887175
919,0.89265
920,0.903575
921,0.908525
922,0.916725
923,0.92395
924,0.92765
925,0.932525
926,0.9376
927,0.94445
928,0.9464
929,0.9517
930,0.956325
931,0.95995
932,0.961675
933,0.9673
934,0.96895
935,0.972075
936,0.975075
937,0.97715
938,0.979625
939,0.98165
940,0.98395
941,0.983975
942,0.985675
943,0.987075
944,0.9893
945,0.989125
946,0.990925
947,0.991225
948,0.992275
949,0.9934
950,0.9928
951,0.9944
952,0.995225
953,0.99505
954,0.995875
955,0.99645
956,0.997225
957,0.996975
958,0.9972
959,0.9977
960,0.9978
961,0.997925
962,0.99815
963,0.998175
964,0.998475
965,0.99875
966,0.998975
967,0.999
968,0.999125
969,0.999025
970,0.999025
971,0.9994
972,0.9995
973,0.99955
974,0.99965
975,0.999525
976,0.99955
977,0.9997
978,0.999675
979,0.99975
980,0.99965
981,0.99985
982,0.999825
983,0.99985
984,0.9998
985,0.999925
986,0.9999
987,0.9999
988,0.99985
989,0.999925
990,0.9999
991,0.999925
992,0.999925
993,0.99995
994,1.0
995,0.9999
996,1.0
997,1.0
998,1.0
999,0.99995
1000,0.00175
1001,0.003925
1002,0.006175
1003,0.009875
1004,0.014475
1005,0.021025
1006,0.032025
1007,0.06755
1008,0.15215
1009,0.299525
1010,0.468
1011,0.632675
1012,0.740525
1013,0.805375
1014,0.8389
1015,0.8586
1016,0.87025
1017,0.881925
1018,0.88965
1019,0.897575
1020,0.9049
1021,0.909875
1022,0.918125
1023,0.923875
1024,0.9284
1025,0.936825
1026,0.9403
1027,0.94485
1028,0.950075
1029,0.95315
1030,0.958225
1031,0.960075
1032,0.963075
1033,0.96775
1034,0.9708
1035,0.973025
1036,0.974675
1037,0.978175
1038,0.9794
1039,0.9813
1040,0.983225
1041,0.9853
1042,0.9866
1043,0.987425
1044,0.98935
1045,0.9905
1046,0.99065
1047,0.991975
1048,0.993175
1049,0.993275
1050,0.995075
1051,0.9949
1052,0.9947
1053,0.995975
1054,0.995925
1055,0.996375
1056,0.997075
1057,0.99695
1058,0.9969
1059,0.997425
1060,0.997875
1061,0.9978
1062,0.9982
1063,0.998475
1064,0.998625
1065,0.998825
1066,0.99895
1067,0.999225
1068,0.999025
1069,0.99915
1070,0.999475
1071,0.999375
1072,0.999625
1073,0.9996
1074,0.99945
1075,0.99955
1076,0.99975
1077,0.999675
1078,0.9997
1079,0.99965
1080,0.99975
1081,0.999675
1082,0.999825
1083,0.99985
1084,0.9999
1085,0.9998
1086,0.99985
1087,0.999875
1088,0.999925
1089,0.999925
1090,0.999975
1091,0.99995
1092,0.999975
1093,0.99995
1094,0.999975
1095,0.999925
1096,1.0
1097,1.0
1098,0.99995
1099,0.99995
1100,0.0024
1101,0.004375
1102,0.00675
1103,0.01085
1104,0.014475
1105,0.020625
1106,0.034
1107,0.07275
1108,0.1719
1109,0.323675
1110,0.49955
1111,0.65105
1112,0.755225
1113,0.8125
1114,0.844275
1115,0.86305
1116,0.876325
1117,0.882275
1118,0.891525
1119,0.90025
1120,0.907575
1121,0.912675
1122,0.919125
1123,0.9241
1124,0.93015
1125,0.93825
1126,0.940775
1127,0.945375
1128,0.94925
1129,0.956
1130,0.958925
1131,0.961525
1132,0.9654
1133,0.969575
1134,0.97105
1135,0.9733
1136,0.9765
1137,0.978925
1138,0.981575
1139,0.981875
1140,0.98325
1141,0.986175
1142,0.986875
1143,0.988275
1144,0.9893
1145,0.9905
1146,0.991525
1147,0.99225
1148,0.99315
1149,0.993
1150,0.9941
1151,0.994375
1152,0.995825
1153,0.995525
1154,0.995975
1155,0.99675
1156,0.996775
1157,0.997325
1158,0.997475
1159,0.9978
1160,0.99805
1161,0.99785
1162,0.998525
1163,0.9985
1164,0.998475
1165,0.998975
1166,0.998825
1167,0.999175
1168,0.9992
1169,0.9991
1170,0.9994
1171,0.999575
1172,0.9994
1173,0.999375
1174,0.99975
1175,0.99965
1176,0.999625
1177,0.99985
1178,0.99985
1179,0.9998
1180,0.999875
1181,0.9999
1182,0.9999
1183,0.999925
1184,0.99995
1185,0.999825
1186,0.999825
1187,0.9999
1188,0.999975
1189,0.99995
1190,0.999925
1191,0.99995
1192,0.999975
1193,0.99995
1194,0.999975
1195,0.999925
1196,1.0
1197,0.99995
1198,0.99995
1199,0.999975
1200,0.0025
1201,0.005025
1202,0.00725
1203,0.011275
1204,0.015125
1205,0.021925
1206,0.038625
1207,0.085225
1208,0.191875
1209,0.34865
1210,0.5267
1211,0.672575
1212,0.767175
1213,0.82165
1214,0.849025
1215,0.862875
1216,0.87455
1217,0.887125
1218,0.893525
1219,0.90065
1220,0.906125
1221,0.91335
1222,0.9216
1223,0.92965
1224,0.93375
1225,0.93885
1226,0.9421
1227,0.948325
1228,0.9536
1229,0.957475
1230,0.960875
1231,0.9645
1232,0.9667
1233,0.96895
1234,0.972
1235,0.9765
1236,0.977325
1237,0.97985
1238,0.981
1239,0.982525
1240,0.9855
1241,0.986225
1242,0.987725
1243,0.988225
1244,0.98965
1245,0.990875
1246,0.991575
1247,0.992925
1248,0.992975
1249,0.994
1250,0.99455
1251,0.995125
1252,0.9952
1253,0.996275
1254,0.996075
1255,0.99675
1256,0.996575
1257,0.997225
1258,0.997625
1259,0.9979
1260,0.998275
1261,0.9981
1262,0.998575
1263,0.998525
1264,0.998775
1265,0.99865
1266,0.99895
1267,0.9995
1268,0.999125
1269,0.9994
1270,0.9996
1271,0.9994
1272,0.99945
1273,0.999525
1274,0.99975
1275,0.999725
1276,0.999725
1277,0.99975
1278,0.99975
1279,0.99965
1280,0.999875
1281,0.99985
1282,0.999825
1283,0.99985
1284,0.999875
1285,0.999775
1286,0.999875
1287,0.99985
1288,0.99985
1289,0.999925
1290,0.999975
1291,0.99995
1292,1.0
1293,0.99995
1294,0.999975
1295,0.999975
1296,1.0
1297,1.0
1298,0.999975
1299,1.0
1300,0.0027
1301,0.004525
1302,0.0077
1303,0.01125
1304,0.017375
1305,0.02265
1306,0.04085
1307,0.09525
1308,0.215325
1309,0.37925
1310,0.553125
1311,0.69485
1312,0.783175
1313,0.829125
1314,0.8541
1315,0.8675
1316,0.88155
1317,0.88545
1318,0.896825
1319,0.904625
1320,0.910025
1321,0.916825
1322,0.924175
1323,0.9305
1324,0.9351
1325,0.93905
1326,0.9457
1327,0.95
1328,0.9535
1329,0.957525
1330,0.9604
1331,0.96445
1332,0.96785
1333,0.970825
1334,0.9736
1335,0.976
1336,0.977275
1337,0.98065
1338,0.98145
1339,0.984425
1340,0.9849
1341,0.986775
1342,0.989075
1343,0.98895
1344,0.9899
1345,0.99065
1346,0.991775
1347,0.992575
1348,0.993625
1349,0.994475
1350,0.994475
1351,0.994625
1352,0.996
1353,0.99635
1354,0.9966
1355,0.997175
1356,0.9969
1357,0.997175
1358,0.9982
1359,0.9978
1360,0.997975
1361,0.998475
1362,0.998525
1363,0.9988
1364,0.998575
1365,0.99895
1366,0.99905
1367,0.999275
1368,0.9994
1369,0.999375
1370,0.99935
1371,0.9995
1372,0.999525
1373,0.999425
1374,0.999475
1375,0.99975
1376,0.999675
1377,0.99965
1378,0.9998
1379,0.999675
1380,0.99975
1381,0.999975
1382,0.9998
1383,0.999825
1384,0.999925
1385,0.999925
1386,0.999875
1387,0.999975
1388,0.99995
1389,0.9999
1390,0.9999
1391,0.999975
1392,0.99995
1393,0.99995
1394,0.999975
1395,0.999925
1396,1.0
1397,1.0
1398,0.999975
1399,0.999975
1400,0.002875
1401,0.00515
1402,0.007525
1403,0.012275
1404,0.01725
1405,0.025425
1406,0.046225
1407,0.10785
1408,0.229425
1409,0.4068
1410,0.576575
1411,0.7105
1412,0.7899
1413,0.83615
1414,0.85665
1415,0.870875
1416,0.881425
1417,0.890375
1418,0.898175
1419,0.9058
1420,0.913075
1421,0.918875
1422,0.925575
1423,0.933025
1424,0.93585
1425,0.942325
1426,0.946225
1427,0.949625
1428,0.9547
1429,0.959125
1430,0.962825
1431,0.9672
1432,0.969125
1433,0.97285
1434,0.974375
1435,0.976825
1436,0.979225
1437,0.98005
1438,0.9836
1439,0.984025
1440,0.98515
1441,0.9868
1442,0.988125
1443,0.989325
1444,0.990825
1445,0.9915
1446,0.9922
1447,0.992825
1448,0.99365
1449,0.99465
1450,0.994525
1451,0.99545
1452,0.995825
1453,0.996075
1454,0.9964
1455,0.997225
1456,0.99725
1457,0.997675
1458,0.997525
1459,0.997925
1460,0.9976
1461,0.99835
1462,0.99885
1463,0.99885
1464,0.999
1465,0.998975
1466,0.9992
1467,0.99935
1468,0.9996
1469,0.99945
1470,0.99935
1471,0.9994
1472,0.999275
1473,0.999625
1474,0.9997
1475,0.99965
1476,0.999875
1477,0.999675
1478,0.999775
1479,0.99985
1480,0.99985
1481,0.9998
1482,0.9998
1483,0.9999
1484,0.999975
1485,0.999875
1486,0.999925
1487,0.999975
1488,0.999925
1489,0.999875
1490,0.99995
1491,0.999925
1492,1.0
1493,0.999975
1494,1.0
1495,1.0
1496,0.99995
1497,1.0
1498,1.0
1499,1.0
1500,0.003375
1501,0.005475
1502,0.009225
1503,0.013925
1504,0.01755
1505,0.027475
1506,0.051725
1507,0.12185
1508,0.2577
1509,0.4342
1510,0.60585
1511,0.7276
1512,0.80415
1513,0.84065
1514,0.862475
1515,0.875
1516,0.882425
1517,0.892375
1518,0.899825
1519,0.907375
1520,0.916675
1521,0.920125
1522,0.92535
1523,0.930675
1524,0.93755
1525,0.943275
1526,0.946675
1527,0.951825
1528,0.958075
1529,0.961325
1530,0.964575
1531,0.966125
1532,0.970925
1533,0.9709
1534,0.9748
1535,0.9776
1536,0.98055
1537,0.981375
1538,0.983075
1539,0.983275
1540,0.98615
1541,0.988
1542,0.988025
1543,0.989725
1544,0.991575
1545,0.9912
1546,0.99285
1547,0.993075
1548,0.994175
1549,0.994625
1550,0.995225
1551,0.996225
1552,0.99535
1553,0.997
1554,0.997475
1555,0.9974
1556,0.997675
1557,0.997725
1558,0.99825
1559,0.99825
1560,0.99825
1561,0.998475
1562,0.998675
1563,0.998925
1564,0.9991
1565,0.999
1566,0.99905
1567,0.999125
1568,0.999425
1569,0.999475
1570,0.9992
1571,0.999675
1572,0.999675
1573,0.9997
1574,0.9997
1575,0.999775
1576,0.999675
1577,0.99975
1578,0.9997
1579,0.999725
1580,0.9999
1581,0.999875
1582,0.9999
1583,0.999875
1584,0.999875
1585,0.999875
1586,0.9999
1587,0.999925
1588,0.999875
1589,0.999975
1590,0.99995
1591,0.999925
1592,0.999975
1593,0.99995
1594,0.999975
1595,0.999925
1596,0.99995
1597,0.999975
1598,1.0
1599,0.99995
1600,0.003075
1601,0.0058
1602,0.009025
1603,0.014225
1604,0.020425
1605,0.028775
1606,0.059625
1607,0.13475
1608,0.2837
1609,0.465475
1610,0.6294
1611,0.748025
1612,0.81165
1613,0.84675
1614,0.863625
1615,0.87705
1616,0.885025
1617,0.894
1618,0.90335
1619,0.9095
1620,0.915675
1621,0.92195
1622,0.9275
1623,0.933225
1624,0.93905
1625,0.944225
1626,0.948475
1627,0.952125
1628,0.958625
1629,0.96285
1630,0.965475
1631,0.967925
1632,0.970325
1633,0.973575
1634,0.9761
1635,0.979075
1636,0.9807
1637,0.982425
1638,0.984
1639,0.98555
1640,0.9872
1641,0.988375
1642,0.990125
1643,0.99065
1644,0.991175
1645,0.9915
1646,0.992825
1647,0.992775
1648,0.9948
1649,0.99455
1650,0.9949
1651,0.995825
1652,0.995675
1653,0.9964
1654,0.99665
1655,0.9973
1656,0.997625
1657,0.998025
1658,0.998175
1659,0.9983
1660,0.998325
1661,0.998575
1662,0.99905
1663,0.999
1664,0.999
1665,0.999325
1666,0.99925
1667,0.999375
1668,0.999525
1669,0.99945
1670,0.999475
1671,0.999525
1672,0.9996
1673,0.999725
1674,0.999675
1675,0.999675
1676,0.9997
1677,0.99975
1678,0.999825
1679,0.999825
1680,0.999825
1681,0.99995
1682,0.999825
1683,0.999825
1684,0.9999
1685,0.999975
1686,0.999875
1687,0.999975
1688,1.0
1689,0.999925
1690,0.999975
1691,0.999975
1692,0.99995
1693,0.99995
1694,0.999875
1695,1.0
1696,0.999975
1697,0.99995
1698,1.0
1699,0.999975
1700,0.00345
1701,0.006225
1702,0.01005
1703,0.014775
1704,0.01975
1705,0.0324
1706,0.066325
1707,0.1551
1708,0.310175
1709,0.491525
1710,0.65095
1711,0.760325
1712,0.820675
1713,0.8492
1714,0.8674
1715,0.881275
1716,0.887975
1717,0.89735
1718,0.90335
1719,0.910675
1720,0.917925
1721,0.9244
1722,0.9301
1723,0.935975
1724,0.94185
1725,0.9478
1726,0.951175
1727,0.955575
1728,0.960225
1729,0.960825
1730,0.966125
1731,0.969375
1732,0.97175
1733,0.975875
1734,0.976325
1735,0.9793
1736,0.98005
1737,0.98345
1738,0.98435
1739,0.986275
1740,0.98655
1741,0.98825
1742,0.99
1743,0.990275
1744,0.9917
1745,0.99245
1746,0.99335
1747,0.994375
1748,0.994575
1749,0.995325
1750,0.99565
1751,0.9963
1752,0.996525
1753,0.996825
1754,0.99715
1755,0.997625
1756,0.998175
1757,0.9982
1758,0.997925
1759,0.998525
1760,0.998575
1761,0.998875
1762,0.9988
1763,0.99895
1764,0.99905
1765,0.999
1766,0.999225
1767,0.99935
1768,0.9994
1769,0.999575
1770,0.99955
1771,0.999525
1772,0.999725
1773,0.999675
1774,0.9997
1775,0.99975
1776,0.99975
1777,0.99975
1778,0.999875
1779,0.99975
1780,0.9998
1781,0.999825
1782,0.99985
1783,0.999925
1784,0.9999
1785,0.999875
1786,0.999975
1787,0.9999
1788,0.9999
1789,0.99995
1790,0.99995
1791,0.999925
1792,0.999925
1793,0.999975
1794,0.999975
1795,0.999925
1796,0.999975
1797,1.0
1798,0.99995
1799,0.999975
1800,0.0039
1801,0.0058
1802,0.010125
1803,0.015275
1804,0.022375
1805,0.03345
1806,0.073975
1807,0.1749
1808,0.337425
1809,0.52615
1810,0.678175
1811,0.77555
1812,0.828875
1813,0.856225
1814,0.8699
1815,0.88235
1816,0.8892
1817,0.897175
1818,0.907175
1819,0.912925
1820,0.919825
1821,0.924425
1822,0.933975
1823,0.935875
1824,0.94315
1825,0.9489
1826,0.951925
1827,0.955875
1828,0.960275
1829,0.963825
1830,0.966725
1831,0.970725
1832,0.972975
1833,0.9754
1834,0.976525
1835,0.98065
1836,0.982025
1837,0.98395
1838,0.98485
1839,0.987
1840,0.989975
1841,0.98955
1842,0.990425
1843,0.991725
1844,0.991925
1845,0.9926
1846,0.9934
1847,0.994
1848,0.9955
1849,0.99555
1850,0.996025
1851,0.996575
1852,0.996475
1853,0.997425
1854,0.997225
1855,0.99745
1856,0.99805
1857,0.997825
1858,0.998075
1859,0.99855
1860,0.998575
1861,0.998675
1862,0.9989
1863,0.999125
1864,0.998925
1865,0.9993
1866,0.99925
1867,0.999575
1868,0.9994
1869,0.9996
1870,0.99965
1871,0.999675
1872,0.99965
1873,0.999725
1874,0.999725
1875,0.999875
1876,0.99985
1877,0.9999
1878,0.99985
1879,0.999875
1880,0.9999
1881,0.99985
